Transaction_ID,Customer_ID,Customer_Name,Customer_Email,Gender,Province,Order_Date,Load_Timestamp,Product_Category,Quantity,Unit_Price,Discount_Rate,Transaction_Amount,Payment_Method,Order_Status,Is_Promotion,Customer_Email_Was_Missing,Province_Was_Missing,Order_Date_Parse_Method,Order_Date_Was_Imputed,Quantity_Was_Invalid,Expected_Amount,Amount_Diff,Accuracy_Flag,Order_Status_Was_Invalid,Outlier_Flag_Before_Capping,Load_Delay_Hours,Is_Late_Load
T000054,C0012,Mint Pattanakul,mint.pattanakul12@example.com,M,Chiang Mai,2026-02-27,2026-02-27 13:00:00,Sports,3,305.63,0.05,871.05,PromptPay,Processing,N,False,False,DD_MM_YYYY_unambiguous,False,False,871.0455,0.004500000000007276,False,False,False,13.0,False
T000486,C0178,Anan Wongsa,anan.wongsa178@example.com,M,Khon Kaen,2026-04-15,2026-04-19 05:00:00,Fashion,6,156.07,0.0,936.42,PromptPay,Processing,N,False,False,ISO_format,False,False,936.42,0.0,False,False,False,101.0,True
T000488,C0110,Mook Srisawat,mook.srisawat110@example.com,F,Nakhon Ratchasima,2026-04-18,2026-04-18 01:00:00,Food,1,269.19,0.1,242.27,Bank Transfer,Returned,N,False,False,ISO_format,False,False,242.27100000000002,0.0010000000000047748,False,False,False,1.0,False
T000214,C0156,Beam Kittikul,beam.kittikul156@example.com,M,Chanthaburi,2026-06-26,2026-06-26 02:00:00,Sports,5,130.87,0.2,523.48,Bank Transfer,Returned,N,False,False,DD_MM_YYYY_unambiguous,False,False,523.48,0.0,False,False,False,2.0,False
T000231,C0156,Beam Kittikul,beam.kittikul156@example.com,M,Chanthaburi,2026-02-23,2026-02-23 08:00:00,Home,2,141.82,0.0,283.64,Bank Transfer,Processing,N,False,False,MM_DD_YYYY_unambiguous,False,False,283.64,0.0,False,False,False,8.0,False
T000037,C0068,Beam Sukjai,beam.sukjai68@example.com,F,Bangkok,2026-02-04,2026-02-04 04:00:00,Sports,4,365.29,0.0,1461.16,Credit Card,Completed,N,False,False,ISO_format,False,False,1461.16,0.0,False,False,False,4.0,False
T000543,C0179,Jane Chaiyo,jane.chaiyo179@example.com,F,Chanthaburi,2026-06-01,2026-06-01 19:00:00,Sports,6,300.46,0.0,1802.76,PromptPay,Unknown,N,False,False,MM_DD_YYYY_by_load_ts,True,False,1802.7599999999998,2.2737367544323206e-13,False,True,False,19.0,False
T000414,C0030,May Thongdee,may.thongdee30@example.com,M,Nakhon Ratchasima,2026-04-10,2026-04-10 07:00:00,Electronics,3,158.95,0.0,476.85,Bank Transfer,Cancelled,N,False,False,ISO_format,False,False,476.84999999999997,5.684341886080802e-14,False,False,False,7.0,False
T000038,C0129,Ploy Chaiyo,unknown_C0129@unknown.local,M,Bangkok,2026-01-06,2026-01-06 17:00:00,Beauty,4,211.89,0.1,762.8,PromptPay,Completed,N,True,False,ISO_format,False,False,762.804,0.004000000000019099,False,False,False,17.0,False
T000143,C0169,Boss Kittikul,boss.kittikul169@example.com,M,Nakhon Ratchasima,2026-05-06,2026-05-06 13:00:00,Sports,3,161.97,0.0,485.91,Credit Card,Cancelled,N,False,False,ISO_format,False,False,485.90999999999997,5.684341886080802e-14,False,False,False,13.0,False
T000140,C0174,Ploy Kittikul,unknown_C0174@unknown.local,M,Chiang Mai,2026-03-02,2026-03-02 13:00:00,Sports,5,138.85,0.1,624.83,PromptPay,Completed,N,True,False,ISO_format,False,False,624.825,0.0049999999999954525,False,False,False,13.0,False
T000220,C0178,Anan Wongsa,anan.wongsa178@example.com,M,Khon Kaen,2026-03-18,2026-03-18 06:00:00,Home,1,221.19,0.05,210.13,Cash on Delivery,Completed,N,False,False,ISO_format,False,False,210.13049999999998,0.0004999999999881766,False,False,False,6.0,False
T000014,C0144,Gun Sukjai,unknown_C0144@unknown.local,M,Phuket,2026-01-29,2026-01-29 18:00:00,Home,3,172.11,0.0,516.33,Bank Transfer,Processing,N,True,False,MM_DD_YYYY_unambiguous,False,False,516.33,0.0,False,False,False,18.0,False
T000272,C0029,Aom Pattanakul,aom.pattanakul29@example.com,F,Bangkok,2026-04-27,2026-04-27 10:00:00,Sports,3,185.42,0.0,556.26,PromptPay,Cancelled,N,False,False,ISO_format,False,False,556.26,0.0,False,False,False,10.0,False
T000534,C0086,Korn Dechawat,korn.dechawat86@example.com,F,Nakhon Ratchasima,2026-06-18,2026-06-18 01:00:00,Fashion,6,259.77,0.05,1480.69,Credit Card,Cancelled,N,False,False,MM_DD_YYYY_unambiguous,False,False,1480.6889999999999,0.0010000000002037268,False,False,False,1.0,False
T000582,C0034,Fah Pattanakul,fah.pattanakul34@example.com,M,Chiang Mai,2026-03-21,2026-03-21 02:00:00,Electronics,4,138.78,0.0,555.12,PromptPay,Processing,N,False,False,ISO_format,False,False,555.12,0.0,False,False,False,2.0,False
T000001,C0132,Fah Saelim,fah.saelim132@example.com,M,Khon Kaen,2026-02-10,2026-02-10 02:00:00,Electronics,4,199.57,0.0,798.28,Credit Card,Completed,N,False,False,ISO_format,False,False,798.28,0.0,False,False,False,2.0,False
T000346,C0127,Fah Rattanakul,fah.rattanakul127@example.com,F,Rayong,2026-05-26,2026-05-26 08:00:00,Beauty,6,301.38,0.0,1808.28,Credit Card,Cancelled,N,False,False,ISO_format,False,False,1808.28,0.0,False,False,False,8.0,False
T000529,C0179,Jane Chaiyo,jane.chaiyo179@example.com,F,Chanthaburi,2026-03-20,2026-03-20 07:00:00,Home,5,386.42,0.2,1545.68,Credit Card,Returned,N,False,False,ISO_format,False,False,1545.6800000000003,2.2737367544323206e-13,False,False,False,7.0,False
T000435,C0026,Mook Wongsa,mook.wongsa26@example.com,M,Chiang Mai,2026-03-08,2026-03-12 16:00:00,Beauty,5,120.9,0.1,544.05,Cash on Delivery,Returned,N,False,False,ISO_format,False,False,544.0500000000001,1.1368683772161603e-13,False,False,False,112.0,True
T000574,C0041,Tee Chaiyo,tee.chaiyo41@example.com,M,Chonburi,2026-06-22,2026-06-22 08:00:00,Fashion,0,189.02,0.2,151.22,Credit Card,Cancelled,N,False,False,ISO_format,False,True,0.0,151.22,True,False,False,8.0,False
T000413,C0047,Ploy Saelim,ploy.saelim47@example.com,F,Khon Kaen,2026-04-11,2026-04-11 13:00:00,Food,1,439.01,0.1,395.11,Bank Transfer,Returned,N,False,False,DD_MM_YYYY_by_load_ts,True,False,395.109,0.0010000000000331966,False,False,False,13.0,False
T000111,C0105,Korn Sukjai,korn.sukjai105@example.com,F,Rayong,2026-01-28,2026-01-28 04:00:00,Beauty,3,163.24,0.0,489.72,Bank Transfer,Completed,N,False,False,ISO_format,False,False,489.72,0.0,False,False,False,4.0,False
T000513,C0023,Beam Boonmee,beam.boonmee23@example.com,M,Khon Kaen,2026-03-09,2026-03-09 05:00:00,Electronics,5,288.21,0.05,1369.0,PromptPay,Completed,Y,False,False,ISO_format,False,False,1368.9975,0.0025000000000545697,False,False,False,5.0,False
T000104,C0065,Pim Srisawat,pim.srisawat65@example.com,M,Nakhon Ratchasima,2026-01-07,2026-01-07 12:00:00,Electronics,3,340.28,0.05,969.8,Cash on Delivery,Processing,N,False,False,ISO_format,False,False,969.7979999999999,0.002000000000066393,False,False,False,12.0,False
T000393,C0040,Pim Srisawat,pim.srisawat40@example.com,M,Rayong,2026-02-13,2026-02-13 09:00:00,Fashion,6,90.22,0.0,-1.0,Bank Transfer,Completed,N,False,False,ISO_format,False,False,541.3199999999999,542.3199999999999,True,False,False,9.0,False
T000196,C0089,May Sukjai,may.sukjai89@example.com,F,Unknown,2026-04-18,2026-04-18 06:00:00,Home,2,166.53,0.1,299.75,Bank Transfer,Returned,N,False,True,ISO_format,False,False,299.754,0.004000000000019099,False,False,False,6.0,False
T000375,C0108,Anan Khamdee,anan.khamdee108@example.com,M,Nakhon Ratchasima,2026-01-09,2026-01-09 09:00:00,Fashion,6,480.57,0.0,2092.5,Cash on Delivery,Completed,N,False,False,ISO_format,False,False,2883.42,0.0,False,False,True,9.0,False
T000306,C0136,Nont Kittikul,nont.kittikul136@example.com,F,Khon Kaen,2026-04-22,2026-04-22 04:00:00,Beauty,4,74.59,0.2,238.69,Credit Card,Processing,N,False,False,ISO_format,False,False,238.68800000000002,0.001999999999981128,False,False,False,4.0,False
T000442,C0136,Nont Kittikul,unknown_C0136@unknown.local,F,Khon Kaen,2026-01-30,2026-01-30 13:00:00,Fashion,5,329.1,0.15,1398.67,Cash on Delivery,Completed,N,True,False,DD_MM_YYYY_unambiguous,False,False,1398.675,0.004999999999881766,False,False,False,13.0,False
T000337,C0096,Korn Dechawat,korn.dechawat96@example.com,M,Chonburi,2026-05-13,2026-05-13 19:00:00,Electronics,3,373.15,0.0,1119.45,Credit Card,Cancelled,N,False,False,DD_MM_YYYY_unambiguous,False,False,1119.4499999999998,2.2737367544323206e-13,False,False,False,19.0,False
T000012,C0032,Bank Dechawat,bank.dechawat32@example.com,F,Nakhon Ratchasima,2026-04-02,2026-04-02 12:00:00,Fashion,4,303.9,0.15,1033.26,Credit Card,Returned,N,False,False,DD_MM_YYYY_by_load_ts,True,False,1033.26,0.0,False,False,False,12.0,False
T000444,C0014,Beam Thongdee,beam.thongdee14@example.com,M,Chonburi,2026-03-02,2026-03-02 14:00:00,Food,2,466.56,0.0,933.12,Cash on Delivery,Returned,N,False,False,ISO_format,False,False,933.12,0.0,False,False,False,14.0,False
T000537,C0072,Tee Lertprasert,tee.lertprasert72@example.com,F,Chanthaburi,2026-04-15,2026-04-15 12:00:00,Fashion,4,351.31,0.2,1124.19,Credit Card,Completed,N,False,False,ISO_format,False,False,1124.192,0.0019999999999527063,False,False,False,12.0,False
T000525,C0080,May Kittikul,unknown_C0080@unknown.local,F,Khon Kaen,2026-04-16,2026-04-16 16:00:00,Fashion,3,670.66,0.0,2011.98,Cash on Delivery,Cancelled,N,True,False,ISO_format,False,False,2011.98,0.0,False,False,False,16.0,False
T000461,C0008,Ice Rattanakul,ice.rattanakul8@example.com,M,Chiang Mai,2026-02-18,2026-02-18 10:00:00,Home,5,538.57,0.0,2092.5,Credit Card,Completed,N,False,False,ISO_format,False,False,2692.8500000000004,4.547473508864641e-13,False,False,True,10.0,False
T000483,C0167,Anan Sukjai,anan.sukjai167@example.com,M,Nakhon Ratchasima,2026-02-18,2026-02-18 02:00:00,Home,2,132.25,0.05,251.27,Cash on Delivery,Cancelled,N,False,False,ISO_format,False,False,251.27499999999998,0.004999999999967031,False,False,False,2.0,False
T000484,C0016,Korn Lertprasert,unknown_C0016@unknown.local,M,Khon Kaen,2026-03-29,2026-03-29 10:00:00,Electronics,1,152.78,0.05,145.14,Bank Transfer,Completed,N,True,False,DD_MM_YYYY_unambiguous,False,False,145.141,0.0010000000000047748,False,False,False,10.0,False
T000321,C0169,Boss Kittikul,boss.kittikul169@example.com,M,Nakhon Ratchasima,2026-01-20,2026-01-20 14:00:00,Fashion,6,199.84,0.1,1079.14,Credit Card,Processing,N,False,False,ISO_format,False,False,1079.136,0.004000000000132786,False,False,False,14.0,False
T000585,C0144,Gun Sukjai,gun.sukjai144@example.com,M,Phuket,2026-02-26,2026-02-26 17:00:00,Home,6,173.04,0.1,934.42,PromptPay,Returned,N,False,False,ISO_format,False,False,934.416,0.0039999999999054126,False,False,False,17.0,False
T900004,C0144,Gun Sukjai,gun.sukjai144@example.com,M,Phuket,2026-06-15,2026-06-15 19:00:00,Fashion,4,307.1,0.1,680.15,Credit Card,Returned,N,False,False,DD_MM_YYYY_unambiguous,False,False,1105.5600000000002,425.4100000000002,True,False,False,19.0,False
T000308,C0141,Korn Phromla,korn.phromla141@example.com,M,Khon Kaen,2026-03-06,2026-03-06 09:00:00,Electronics,6,147.42,0.0,884.52,Cash on Delivery,Completed,N,False,False,ISO_format,False,False,884.52,0.0,False,False,False,9.0,False
T000331,C0026,Mook Wongsa,mook.wongsa26@example.com,M,Chiang Mai,2026-02-20,2026-02-20 19:00:00,Sports,4,132.13,0.05,502.09,Credit Card,Cancelled,N,False,False,ISO_format,False,False,502.09399999999994,0.003999999999962256,False,False,False,19.0,False
T000334,C0033,Pim Srisawat,pim.srisawat33@example.com,M,Rayong,2026-02-27,2026-02-27 02:00:00,Electronics,1,479.61,0.15,407.67,PromptPay,Returned,N,False,False,ISO_format,False,False,407.6685,0.0015000000000213731,False,False,False,2.0,False
T000276,C0006,Pim Khamdee,unknown_C0006@unknown.local,M,Nakhon Ratchasima,2026-05-19,2026-05-19 11:00:00,Fashion,6,118.86,0.1,641.84,Cash on Delivery,Completed,N,True,False,ISO_format,False,False,641.8439999999999,0.0039999999999054126,False,False,False,11.0,False
T000380,C0020,New Chaiyo,new.chaiyo20@example.com,M,Unknown,2026-04-12,2026-04-12 13:00:00,Fashion,1,147.16,0.05,139.8,Credit Card,Completed,N,False,True,ISO_format,False,False,139.802,0.001999999999981128,False,False,False,13.0,False
T000593,C0138,Mint Dechawat,mint.dechawat138@example.com,M,Khon Kaen,2026-06-11,2026-06-11 13:00:00,Electronics,6,164.61,0.05,938.28,Bank Transfer,Completed,N,False,False,MM_DD_YYYY_by_load_ts,True,False,938.277,0.0029999999999290594,False,False,False,13.0,False
T000228,C0111,New Rattanakul,new.rattanakul111@example.com,M,Bangkok,2026-03-25,2026-03-25 02:00:00,Electronics,4,72.06,0.1,259.42,Bank Transfer,Processing,N,False,False,ISO_format,False,False,259.416,0.004000000000019099,False,False,False,2.0,False
T000405,C0126,Ploy Maneerat,ploy.maneerat126@example.com,F,Phuket,2026-04-25,2026-04-25 11:00:00,Sports,2,136.56,0.15,232.15,PromptPay,Returned,N,False,False,DD_MM_YYYY_unambiguous,False,False,232.152,0.001999999999981128,False,False,False,11.0,False
T000403,C0076,Pim Phromla,pim.phromla76@example.com,M,Chanthaburi,2026-03-11,2026-03-11 02:00:00,Home,5,776.68,0.1,2092.5,Bank Transfer,Cancelled,N,False,False,DD_MM_YYYY_by_load_ts,True,False,3495.06,0.0,False,False,True,2.0,False
T000482,C0067,May Pattanakul,unknown_C0067@unknown.local,M,Chonburi,2026-01-03,2026-01-03 01:00:00,Home,1,237.37,0.1,213.63,Credit Card,Cancelled,N,True,False,ISO_format,False,False,213.633,0.0030000000000143245,False,False,False,1.0,False
T000270,C0160,Mint Kittikul,mint.kittikul160@example.com,F,Chiang Mai,2026-01-23,2026-01-23 04:00:00,Home,4,82.86,0.05,314.87,Cash on Delivery,Processing,N,False,False,ISO_format,False,False,314.868,0.0020000000000095497,False,False,False,4.0,False
T000396,C0110,Mook Srisawat,mook.srisawat110@example.com,F,Nakhon Ratchasima,2026-01-19,2026-01-19 14:00:00,Beauty,1,195.61,0.1,176.05,Credit Card,Completed,N,False,False,DD_MM_YYYY_unambiguous,False,False,176.049,0.0010000000000047748,False,False,False,14.0,False
T000175,C0064,Ploy Thongdee,ploy.thongdee64@example.com,F,Phuket,2026-02-16,2026-02-16 03:00:00,Beauty,4,472.97,0.1,1702.69,PromptPay,Processing,N,False,False,DD_MM_YYYY_unambiguous,False,False,1702.6920000000002,0.00200000000018008,False,False,False,3.0,False
T000347,C0157,Nont Rattanakul,nont.rattanakul157@example.com,F,Khon Kaen,2026-05-16,2026-05-16 07:00:00,Food,3,282.51,0.1,762.78,Credit Card,Returned,N,False,False,ISO_format,False,False,762.777,0.0029999999999290594,False,False,False,7.0,False
T000318,C0060,Tee Maneerat,tee.maneerat60@example.com,M,Rayong,2026-06-18,2026-06-18 11:00:00,Sports,5,119.93,0.1,539.69,PromptPay,Processing,N,False,False,MM_DD_YYYY_unambiguous,False,False,539.6850000000001,0.0049999999999954525,False,False,False,11.0,False
T000383,C0076,Pim Phromla,pim.phromla76@example.com,M,Chanthaburi,2026-01-19,2026-01-19 01:00:00,Home,2,141.51,0.15,240.57,Credit Card,Cancelled,N,False,False,MM_DD_YYYY_unambiguous,False,False,240.56699999999998,0.0030000000000143245,False,False,False,1.0,False
T000394,C0098,Film Lertprasert,film.lertprasert98@example.com,F,Khon Kaen,2026-05-06,2026-05-06 06:00:00,Food,1,206.5,0.0,206.5,Bank Transfer,Processing,Y,False,False,DD_MM_YYYY_by_load_ts,True,False,206.5,0.0,False,False,False,6.0,False
T000397,C0106,Korn Srisawat,korn.srisawat106@example.com,M,Rayong,2026-03-24,2026-03-24 04:00:00,Food,4,106.73,0.0,426.92,Bank Transfer,Completed,N,False,False,DD_MM_YYYY_unambiguous,False,False,426.92,0.0,False,False,False,4.0,False
T000240,C0007,Jane Saelim,jane.saelim7@example.com,M,Chiang Mai,2026-02-09,2026-02-09 09:00:00,Beauty,5,201.04,0.15,854.42,Cash on Delivery,Processing,N,False,False,MM_DD_YYYY_by_load_ts,True,False,854.42,0.0,False,False,False,9.0,False
T000091,C0084,Film Thongdee,film.thongdee84@example.com,F,Bangkok,2026-01-16,2026-01-16 09:00:00,Home,2,180.02,0.0,360.04,Bank Transfer,Cancelled,N,False,False,ISO_format,False,False,360.04,0.0,False,False,False,9.0,False
T000185,C0041,Tee Chaiyo,tee.chaiyo41@example.com,M,Chonburi,2026-04-23,2026-04-23 17:00:00,Food,1,188.03,0.15,159.83,PromptPay,Processing,N,False,False,ISO_format,False,False,159.8255,0.004500000000007276,False,False,False,17.0,False
T000458,C0092,Tee Wongsa,tee.wongsa92@example.com,F,Chanthaburi,2026-06-25,2026-06-25 15:00:00,Home,2,243.54,0.0,487.08,PromptPay,Cancelled,Y,False,False,ISO_format,False,False,487.08,0.0,False,False,False,15.0,False
T000359,C0058,Anan Wongsa,unknown_C0058@unknown.local,F,Khon Kaen,2026-03-26,2026-03-26 18:00:00,Beauty,5,298.54,0.0,1492.7,Bank Transfer,Completed,N,True,False,ISO_format,False,False,1492.7,0.0,False,False,False,18.0,False
T000524,C0061,Tee Maneerat,unknown_C0061@unknown.local,M,Chiang Mai,2026-03-24,2026-03-24 12:00:00,Beauty,3,162.12,0.1,437.72,Credit Card,Returned,N,True,False,DD_MM_YYYY_unambiguous,False,False,437.72400000000005,0.004000000000019099,False,False,False,12.0,False
T000342,C0065,Pim Srisawat,pim.srisawat65@example.com,M,Nakhon Ratchasima,2026-06-07,2026-06-07 14:00:00,Beauty,1,55.08,0.05,52.33,Cash on Delivery,Processing,N,False,False,DD_MM_YYYY_by_load_ts,True,False,52.32599999999999,0.0040000000000048885,False,False,False,14.0,False
T000022,C0111,New Rattanakul,new.rattanakul111@example.com,M,Bangkok,2026-02-04,2026-02-04 13:00:00,Food,6,91.54,0.0,440.2,PromptPay,Cancelled,N,False,False,DD_MM_YYYY_by_load_ts,True,False,549.24,109.04000000000002,True,False,False,13.0,False
T000236,C0138,Mint Dechawat,mint.dechawat138@example.com,M,Khon Kaen,2026-01-15,2026-01-15 16:00:00,Electronics,2,243.3,0.1,437.94,PromptPay,Returned,N,False,False,ISO_format,False,False,437.94000000000005,5.684341886080802e-14,False,False,False,16.0,False
T000150,C0011,Mint Rattanakul,mint.rattanakul11@example.com,F,Unknown,2026-02-22,2026-02-22 18:00:00,Sports,4,155.35,0.2,497.12,Credit Card,Unknown,N,False,True,ISO_format,False,False,497.12,0.0,False,True,False,18.0,False
T000416,C0036,Film Maneerat,film.maneerat36@example.com,F,Chonburi,2026-03-29,2026-03-29 13:00:00,Beauty,2,112.29,0.0,224.58,PromptPay,Completed,N,False,False,DD_MM_YYYY_unambiguous,False,False,224.58,0.0,False,False,False,13.0,False
T000166,C0134,Pim Wongsa,pim.wongsa134@example.com,M,Chanthaburi,2026-02-23,2026-02-23 07:00:00,Home,1,269.63,0.05,256.15,Credit Card,Returned,N,False,False,MM_DD_YYYY_unambiguous,False,False,256.14849999999996,0.0015000000000213731,False,False,False,7.0,False
T000275,C0007,Jane Saelim,jane.saelim7@example.com,M,Chiang Mai,2026-03-21,2026-03-21 17:00:00,Beauty,5,167.2,0.0,836.0,Cash on Delivery,Returned,N,False,False,ISO_format,False,False,836.0,0.0,False,False,False,17.0,False
T000600,C0151,Mook Thongdee,mook.thongdee151@example.com,M,Bangkok,2026-05-02,2026-05-02 02:00:00,Beauty,2,344.51,0.05,654.57,PromptPay,Returned,N,False,False,MM_DD_YYYY_by_load_ts,True,False,654.569,0.00100000000009004,False,False,False,2.0,False
T000326,C0068,Beam Sukjai,beam.sukjai68@example.com,F,Bangkok,2026-04-15,2026-04-15 06:00:00,Home,4,530.24,0.1,1908.86,Credit Card,Completed,N,False,False,MM_DD_YYYY_unambiguous,False,False,1908.864,0.004000000000132786,False,False,False,6.0,False
T000350,C0157,Nont Rattanakul,nont.rattanakul157@example.com,F,Khon Kaen,2026-01-11,2026-01-11 19:00:00,Beauty,2,303.06,0.0,606.12,Cash on Delivery,Returned,N,False,False,ISO_format,False,False,606.12,0.0,False,False,False,19.0,False
T000594,C0109,Jane Thongdee,jane.thongdee109@example.com,F,Bangkok,2026-03-10,2026-03-10 02:00:00,Beauty,4,351.63,0.1,1265.87,PromptPay,Processing,N,False,False,DD_MM_YYYY_by_load_ts,True,False,1265.868,0.0019999999999527063,False,False,False,2.0,False
T000057,C0177,Ice Lertprasert,unknown_C0177@unknown.local,M,Chiang Mai,2026-01-24,2026-01-25 20:00:00,Food,2,99.51,0.0,197.76,Credit Card,Processing,N,True,False,ISO_format,False,False,199.02,1.2600000000000193,True,False,False,44.0,True
T000176,C0013,Narin Wongsa,narin.wongsa13@example.com,F,Khon Kaen,2026-01-17,2026-01-20 13:00:00,Fashion,6,408.72,0.05,2092.5,PromptPay,Processing,N,False,False,ISO_format,False,False,2329.704,0.00400000000036016,False,False,True,85.0,True
T000278,C0043,Beam Rattanakul,unknown_C0043@unknown.local,M,Bangkok,2026-04-02,2026-04-02 10:00:00,Sports,6,161.62,0.05,921.23,Bank Transfer,Completed,N,True,False,DD_MM_YYYY_by_load_ts,True,False,921.234,0.004000000000019099,False,False,False,10.0,False
T000157,C0046,Nont Boonmee,nont.boonmee46@example.com,F,Chiang Mai,2026-06-22,2026-06-22 19:00:00,Food,5,191.71,0.0,958.55,PromptPay,Returned,N,False,False,DD_MM_YYYY_unambiguous,False,False,958.5500000000001,1.1368683772161603e-13,False,False,False,19.0,False
T000445,C0021,May Boonmee,may.boonmee21@example.com,F,Nakhon Ratchasima,2026-04-18,2026-04-18 11:00:00,Food,2,156.01,0.2,249.62,Credit Card,Processing,N,False,False,DD_MM_YYYY_unambiguous,False,False,249.61599999999999,0.004000000000019099,False,False,False,11.0,False
T000540,C0113,Tee Dechawat,tee.dechawat113@example.com,M,Rayong,2026-03-10,2026-03-10 07:00:00,Food,5,179.32,0.05,851.77,Bank Transfer,Completed,N,False,False,MM_DD_YYYY_by_load_ts,True,False,851.7699999999999,1.1368683772161603e-13,False,False,False,7.0,False
T000282,C0113,Tee Dechawat,tee.dechawat113@example.com,M,Rayong,2026-05-06,2026-05-06 19:00:00,Sports,6,183.9,0.05,11530.53,PromptPay,Cancelled,Y,False,False,MM_DD_YYYY_by_load_ts,True,False,1048.23,10482.300000000001,True,False,False,19.0,False
T000298,C0101,Boss Phromla,boss.phromla101@example.com,M,Bangkok,2026-03-11,2026-03-11 13:00:00,Beauty,2,187.88,0.1,3043.62,Bank Transfer,Returned,Y,False,False,ISO_format,False,False,338.184,2705.4359999999997,True,False,False,13.0,False
T000148,C0080,May Kittikul,may.kittikul80@example.com,F,Khon Kaen,2026-05-23,2026-05-23 02:00:00,Fashion,6,350.59,0.0,2092.5,Bank Transfer,Processing,N,False,False,MM_DD_YYYY_unambiguous,False,False,2103.54,0.0,False,False,True,2.0,False
T000426,C0072,Tee Lertprasert,tee.lertprasert72@example.com,F,Chanthaburi,2026-03-31,2026-03-31 15:00:00,Sports,2,247.84,0.2,396.54,Bank Transfer,Returned,N,False,False,ISO_format,False,False,396.54400000000004,0.004000000000019099,False,False,False,15.0,False
T000550,C0175,Boss Khamdee,boss.khamdee175@example.com,F,Nakhon Ratchasima,2026-01-01,2026-01-01 14:00:00,Electronics,5,128.66,0.0,643.3,Cash on Delivery,Completed,N,False,False,ISO_format,False,False,643.3,0.0,False,False,False,14.0,False
T000374,C0128,Ploy Khamdee,ploy.khamdee128@example.com,M,Bangkok,2026-03-25,2026-03-25 06:00:00,Sports,3,198.33,0.05,565.24,Bank Transfer,Completed,N,False,False,ISO_format,False,False,565.2405,0.0004999999999881766,False,False,False,6.0,False
T000333,C0157,Nont Rattanakul,nont.rattanakul157@example.com,F,Khon Kaen,2026-03-20,2026-03-20 13:00:00,Food,4,88.38,0.2,282.82,PromptPay,Cancelled,N,False,False,ISO_format,False,False,282.816,0.004000000000019099,False,False,False,13.0,False
T000073,C0076,Pim Phromla,pim.phromla76@example.com,M,Chanthaburi,2026-03-09,2026-03-09 12:00:00,Sports,6,101.8,0.0,610.8,Bank Transfer,Returned,N,False,False,ISO_format,False,False,610.8,0.0,False,False,False,12.0,False
T000460,C0043,Beam Rattanakul,beam.rattanakul43@example.com,M,Bangkok,2026-06-07,2026-06-07 05:00:00,Sports,5,302.17,0.05,1435.31,Cash on Delivery,Completed,N,False,False,ISO_format,False,False,1435.3075000000001,0.002499999999827196,False,False,False,5.0,False
T000032,C0017,Mook Rattanakul,mook.rattanakul17@example.com,F,Khon Kaen,2026-05-23,2026-05-23 17:00:00,Food,2,50.64,0.2,81.02,PromptPay,Completed,N,False,False,ISO_format,False,False,81.024,0.0040000000000048885,False,False,False,17.0,False
T000234,C0002,Mint Thongdee,mint.thongdee2@example.com,F,Rayong,2026-06-19,2026-06-19 09:00:00,Home,5,100.99,0.05,479.7,Bank Transfer,Cancelled,N,False,False,DD_MM_YYYY_unambiguous,False,False,479.7025,0.0024999999999977263,False,False,False,9.0,False
T000579,C0041,Tee Chaiyo,tee.chaiyo41@example.com,M,Chonburi,2026-03-25,2026-03-25 02:00:00,Sports,4,372.19,0.2,1191.01,Bank Transfer,Processing,Y,False,False,ISO_format,False,False,1191.008,0.0019999999999527063,False,False,False,2.0,False
T000404,C0125,May Lertprasert,may.lertprasert125@example.com,F,Rayong,2026-06-07,2026-06-07 18:00:00,Fashion,2,324.16,0.2,518.66,PromptPay,Processing,N,False,False,ISO_format,False,False,518.6560000000001,0.0039999999999054126,False,False,False,18.0,False
T000301,C0128,Ploy Khamdee,ploy.khamdee128@example.com,M,Bangkok,2026-01-19,2026-01-19 03:00:00,Food,6,152.16,0.0,912.96,Credit Card,Cancelled,N,False,False,MM_DD_YYYY_unambiguous,False,False,912.96,0.0,False,False,False,3.0,False
T000235,C0008,Ice Rattanakul,ice.rattanakul8@example.com,M,Chiang Mai,2026-01-13,2026-01-13 16:00:00,Electronics,6,44.37,0.05,252.91,Credit Card,Completed,N,False,False,DD_MM_YYYY_unambiguous,False,False,252.90899999999996,0.0010000000000331966,False,False,False,16.0,False
T000494,C0016,Korn Lertprasert,korn.lertprasert16@example.com,M,Khon Kaen,2026-04-22,2026-04-22 09:00:00,Food,3,394.57,0.0,1183.71,Cash on Delivery,Returned,N,False,False,DD_MM_YYYY_unambiguous,False,False,1183.71,0.0,False,False,False,9.0,False
T000443,C0162,Aom Dechawat,aom.dechawat162@example.com,M,Rayong,2026-04-28,2026-04-28 13:00:00,Home,6,120.21,0.0,721.26,PromptPay,Completed,N,False,False,ISO_format,False,False,721.26,0.0,False,False,False,13.0,False
T000083,C0056,Mint Maneerat,mint.maneerat56@example.com,M,Rayong,2026-03-09,2026-03-09 17:00:00,Food,5,244.91,0.0,1224.55,Cash on Delivery,Processing,N,False,False,ISO_format,False,False,1224.55,0.0,False,False,False,17.0,False
T000428,C0112,Pim Rattanakul,pim.rattanakul112@example.com,M,Phuket,2026-02-03,2026-02-03 03:00:00,Fashion,-3,161.2,0.05,306.28,PromptPay,Processing,N,False,False,ISO_format,False,True,-459.41999999999996,765.6999999999999,True,False,False,3.0,False
